NDOC,FECHA,Tipo de Producto o Servicio,CPROD,Producto/Servicio,Variante,Tipo de Prod.,Estacion
10422,01/09/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10423,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10424,01/09/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10425,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10426,01/09/2019,Abarrotes,1554312996183,Toddy,Block Vainilla,Comestible,Invierno
10427,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10428,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10429,01/09/2019,Abarrotes,84,Lays,Tarro corte americano 40g,Comestible,Invierno
10429,01/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10430,01/09/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Invierno
10430,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10431,01/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10432,01/09/2019,Abarrotes,117,Cheetos,Sabor queso 64g,Comestible,Invierno
10433,01/09/2019,Helados,134,Relleno,Maracuyá leche condensada,Comestible,Invierno
10433,01/09/2019,Savory,1565293296199,Sahne Nuss,Cono,Comestible,Invierno
10433,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10434,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10435,01/09/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Invierno
10436,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10436,01/09/2019,Helados,1551785046166,Cremoso,Frutilla a la crema,Comestible,Invierno
10437,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10438,01/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10439,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10440,01/09/2019,Bebidas,96,Fanta,Lata 220ml,Bebestible,Invierno
10441,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10442,01/09/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Invierno
10443,01/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10444,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10445,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10446,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10446,01/09/2019,Savory,1565292105582,Helado,Kriko,Comestible,Invierno
10446,01/09/2019,Savory,1565293296199,Sahne Nuss,Cono,Comestible,Invierno
10447,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10448,01/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10449,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10450,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10450,02/09/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Invierno
10451,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10452,02/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10453,02/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10454,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10454,02/09/2019,Accesorio auto,1545836766390,Toalla,Para vidrios,Accesorio Auto,Invierno
10454,02/09/2019,Accesorio auto,1545837208369,Toalla,Para tableros,Accesorio Auto,Invierno
10454,02/09/2019,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Invierno
10455,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10456,02/09/2019,Accesorio auto,1545411641084,Renovador de neumatico,Spray 300ml,Accesorio Auto,Invierno
10456,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10457,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10458,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10459,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10460,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10460,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10461,02/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10462,02/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10463,02/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10463,02/09/2019,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Invierno
10464,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10465,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10466,02/09/2019,Bebidas,1553633985576,Redbull,Yellow edition,Bebestible,Invierno
10467,02/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10468,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10469,02/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10469,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10470,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10471,02/09/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10471,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10471,02/09/2019,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Invierno
10472,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10473,02/09/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10474,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10475,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10476,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10477,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10477,02/09/2019,Bebidas,1566315850602,Cachantun,Ligeramente Gasificada 500ml,Bebestible,Invierno
10477,02/09/2019,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Invierno
10478,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10478,02/09/2019,Savory,1565293910028,Danky,21,Comestible,Invierno
10479,02/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10480,02/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10480,02/09/2019,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Invierno
10480,02/09/2019,Abarrotes,73,Protein snack,Chocolate&crispis,Comestible,Invierno
10481,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10481,02/09/2019,Savory,1565292762998,Mega,Manjar Galletas,Comestible,Invierno
10482,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10483,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10484,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10485,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10486,02/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10487,02/09/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Invierno
10487,02/09/2019,Bebidas,1551459769692,Cachantun,Sin Gas 500ml,Bebestible,Invierno
10487,02/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10488,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10489,02/09/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10490,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10491,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10492,02/09/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10493,02/09/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10493,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10494,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10495,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10496,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10497,02/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10497,02/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10498,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10499,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10500,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10501,02/09/2019,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Invierno
10502,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10502,02/09/2019,Abarrotes,62,Hobby,40g,Comestible,Invierno
10503,02/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10503,02/09/2019,Abarrotes,6,Capri,Sabor a Frutilla 30g,Comestible,Invierno
10504,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10505,02/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10506,02/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10506,02/09/2019,Abarrotes,114,Lays,Corte americano 42g,Comestible,Invierno
10507,02/09/2019,Bebidas,99,Monster,Guaraná,Bebestible,Invierno
10507,02/09/2019,Savory,1565292762998,Mega,Manjar Galletas,Comestible,Invierno
10507,02/09/2019,Abarrotes,1566837215529,Alfajor Bon o Bon,Blanco,Comestible,Invierno
10507,02/09/2019,Savory,1565292105582,Helado,Kriko,Comestible,Invierno
10507,02/09/2019,Abarrotes,128,Galleton,Chips Chocolate,Comestible,Invierno
10507,02/09/2019,Abarrotes,1550070547318,Galleton,Almendra,Comestible,Invierno
10507,02/09/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Invierno
10508,02/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10509,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10509,03/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10509,03/09/2019,Abarrotes,71,Protein snack,Rich caramel,Comestible,Invierno
10510,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10510,03/09/2019,Accesorio auto,48,Sonax,Cera easy shine 250ml,Accesorio Auto,Invierno
10510,03/09/2019,Accesorio auto,49,Sonax,Crema para cueros 250ml,Accesorio Auto,Invierno
10511,03/09/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Invierno
10511,03/09/2019,Abarrotes,1566837556588,Golpe,Chocolate,Comestible,Invierno
10511,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10512,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10512,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10513,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10514,03/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10514,03/09/2019,Abarrotes,54,Barra chocolate,Kit Kat 41g,Comestible,Invierno
10515,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10516,03/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10516,03/09/2019,Bebidas,1551115774257,Cachantun,Gasificada 500ml,Bebestible,Invierno
10517,03/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10518,03/09/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10518,03/09/2019,Abarrotes,84,Lays,Tarro corte americano 40g,Comestible,Invierno
10518,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10519,03/09/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Invierno
10519,03/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10519,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10520,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10520,03/09/2019,Abarrotes,117,Cheetos,Sabor queso 64g,Comestible,Invierno
10521,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10522,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10522,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10523,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10524,03/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10524,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10525,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10526,03/09/2019,Accesorio auto,1549038072926,Slim,Ocean Breeze,Accesorio Auto,Invierno
10527,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10528,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10529,03/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10529,03/09/2019,Abarrotes,128,Galleton,Chips Chocolate,Comestible,Invierno
10530,03/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10531,03/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10532,03/09/2019,Savory,1565292105582,Helado,Kriko,Comestible,Invierno
10533,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10534,03/09/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10535,03/09/2019,Abarrotes,119,Snack Mix,Ramitas,Comestible,Invierno
10535,03/09/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Invierno
10535,03/09/2019,Abarrotes,130,Mini,Toddy,Comestible,Invierno
10535,03/09/2019,Abarrotes,1554312996183,Toddy,Block Vainilla,Comestible,Invierno
10536,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10537,03/09/2019,Lavado Express,150,Express,Sobre medida,Servicio de Lavado,Invierno
10538,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10539,03/09/2019,Abarrotes,1554312996183,Toddy,Block Vainilla,Comestible,Invierno
10539,03/09/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Invierno
10540,03/09/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Invierno
10541,03/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10542,03/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10543,03/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10544,03/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10544,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10545,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10545,03/09/2019,Helados,136,Frutal,Piña,Comestible,Invierno
10546,03/09/2019,Abarrotes,1545155099782,Ramitas,original 42g,Comestible,Invierno
10546,03/09/2019,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Invierno
10546,03/09/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10546,03/09/2019,Bebidas,97,Sprite,Lata 220ml,Bebestible,Invierno
10547,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10547,03/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10548,03/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10548,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10549,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10550,03/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10550,03/09/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Invierno
10551,03/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10551,03/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10552,03/09/2019,Abarrotes,1550070547318,Galleton,Almendra,Comestible,Invierno
10552,03/09/2019,Bebidas,1551115774257,Cachantun,Gasificada 500ml,Bebestible,Invierno
10552,03/09/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10553,03/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10554,03/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10555,04/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10556,04/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10557,04/09/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10557,04/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10558,04/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10558,04/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10559,04/09/2019,Abarrotes,1567440776604,Protein snack,Banana,Comestible,Invierno
10559,04/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10560,04/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10561,04/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10562,04/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10562,04/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10563,04/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10563,04/09/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Invierno
10564,04/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10564,04/09/2019,Helados,138,Cremoso,Yogurt griego,Comestible,Invierno
10565,04/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10566,04/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10567,04/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10567,04/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10567,04/09/2019,Abarrotes,54,Barra chocolate,Kit Kat 41g,Comestible,Invierno
10568,04/09/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10569,04/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10570,04/09/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10571,04/09/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10572,04/09/2019,Accesorio auto,15,Limpia parabrisa,ECO S22,Accesorio Auto,Invierno
10572,04/09/2019,Accesorio auto,12,Limpia parabrisa,ECO S16,Accesorio Auto,Invierno
